Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
11672,MI,Alternative Fuel Dealer and Commercial User License,"Alternative fuel dealers and alternative fuel commercial users must
apply for a license from the Michigan Department of Treasury. Commercial
users are defined as those operating vehicles with three or more axles,
or two axles and a gross vehicle weight rating exceeding 26,000 pounds,
that operate in more than one state. Alternative fuel dealers must pay a
license fee of \$500 and commercial users must pay a license fee of
\$50. For the purpose of this requirement, alternative fuels include
natural gas, propane, hydrogen, and hythane. (Reference [Michigan
Compiled
Laws](http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home)
207.1151, 207.1153, and 207.211)
",2015-11-11 00:00:00 UTC,,false,60,Laws and Regulations,"",2015-12-10 16:53:04 UTC,,,,"",HY|NG|LPG,"",REGIS,STATION|FLEET,http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home
11673,MI,Plug-In Electric Vehicle (PEV) Fee,"In addition to standard registration fees, PEVs, including all-electric
vehicles (EVs) and plug-in hybrid electric vehicles (PHEVs) with a
minimum battery capacity of 4 kilowatt-hours, are subject to an annual
fee. The specific fees are as follows:

  Vehicle Type   Gross Vehicle Weight Rating   Fee
  -------------- ----------------------------- -------
  PHEV           8,000 pounds (lbs.) or less   \$30
  PHEV           \> 8,000 lbs.                 \$100
  EV             8,000 lbs. or less            \$100
  EV             \> 8,000 lbs.                 \$200

PHEV fees will increase by \$2.50 per \$0.01 that the state motor fuel
tax exceeds \$0.19 and EV fees will increase by \$5.00 per \$0.01 that
the state motor fuel tax exceeds \$0.19.

(Reference [Michigan Compiled Laws](http://www.legislature.mi.gov)
257.801)
",2015-11-10 00:00:00 UTC,,false,65,Laws and Regulations,"",2015-12-10 17:07:56 UTC,,,,"",ELEC|PHEV,"",FUEL,FLEET|IND,http://www.legislature.mi.gov/(S(fmzzsk45gfa5qrp02ghcqlhd))/mileg.aspx?page=home|http://www.legislature.mi.gov/(S(chtz2jui1ekkqu45xjluze55))/mileg.aspx?page=home
11674,US,Electric Vehicle Charging on Federal Property,"The U.S. General Services Administration (GSA) or any federal agency may
install electric vehicle supply equipment (EVSE) for federal employees
and others authorized to park at federal facilities to charge their
privately owned vehicles. Employees and other users must pay to
reimburse federal agencies for the EVSE procurement, installation, and
use. Federal agencies may provide EVSE through a contract with a vendor.
GSA must submit a report to Congress by December 2018, and annually
thereafter for 10 years, on the number of EVSE installed by GSA, the
number of EVSE installation requests from other federal agencies, and
the status of requests for EVSE from other federal agencies. (Reference
[Public Law](https://www.congress.gov/public-laws/114th-congress)
114-94)
",2015-12-04 00:00:00 UTC,,false,,Laws and Regulations,U.S. General Services Administration,2015-12-14 22:23:22 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION,http://thomas.loc.gov/home/LegislativeData.php?n=Browse
11675,US,National Alternative Fuels Corridors,"The U.S. Department of Transportation (DOT) has designated national
plug-in electric vehicle charging and hydrogen, propane, and natural gas
fueling corridors in strategic locations along major highways to improve
the mobility of alternative fuel vehicles. To designate the corridors,
DOT solicited nominations from state and local officials and worked with
industry stakeholders. Within five years of the establishment of the
corridors, and every five years thereafter, DOT will update and
redesignate the corridors. During the designation and redesignation
process, DOT will issue a report identifying charging and fueling
infrastructure, analyzing standardization needs for fuel providers and
purchasers, and reestablishing the goal of achieving strategic
deployment of fueling infrastructure in the designated corridors by the
end of 2020. For more information, see the DOT [Alternative Fuel
Corridors](http://www.fhwa.dot.gov/environment/alternative_fuel_corridors/)
website. (Reference [Public
Law](https://www.congress.gov/public-laws/114th-congress) 114-94)
",2015-12-04 00:00:00 UTC,,false,,Laws and Regulations,U.S. Department of Transportation,2016-11-03 13:48:11 UTC,,,,"",ELEC|HY|NG|PHEV|LPG,"","",STATION,http://thomas.loc.gov/home/LegislativeData.php?n=Browse
11676,NY,Electric Corporation Definition,"According to the New York Public Service Commission (PSC), plug-in
electric vehicle (PEV) charging stations are not defined as electric
plants and owners and operators of charging stations are not defined as
electric corporations. The PSC does not have jurisdiction over publicly
available PEV charging stations, the owners and operators of the
stations, or the transactions between the owners and operators of the
stations, as long as the owners and operators do not fall within the
definition of an electric corporation. (Reference [New York State
Department of Public Service](http://www.dps.ny.gov/) Case 13-E-0199)
",2013-11-22 00:00:00 UTC,,false,67,Laws and Regulations,"",,,,,"",ELEC|PHEV,"",UTILITY,STATION,http://www.dps.ny.gov/
11682,US,Natural Gas Vehicle (NGV) and Plug-In Electric Vehicle (PEV) Weight Exemption,"NGVs and PEVs may exceed the federal maximum gross vehicle weight limit
for comparable conventional fuel vehicles by up to 2,000 pounds (lbs.).
The NGV or PEV must not exceed a maximum gross vehicle weight of 82,000
lbs. (Reference [Public
Law](https://www.congress.gov/public-laws/116th-congress) 116-6 and 23
[U.S. Code](https://www.govinfo.gov/) 127(s))
",2015-12-04 00:00:00 UTC,2019-02-15 00:00:00 UTC,false,,Incentives,U.S. Department of Transportation,2019-03-11 13:19:28 UTC,,,,"",ELEC|NG|PHEV,EXEM,"",FLEET|GOV|IND,http://thomas.loc.gov/home/LegislativeData.php?&n=PublicLaws&c=114|http://www.gpo.gov/fdsys/browse/collectionUScode.action?collectionCode=USCODE|https://www.congress.gov/public-laws/116th-congress
11684,WY,Electric Vehicle Supply Equipment (EVSE) Rebate - Yellowstone-Teton Clean Cities (YTCC),"YTCC offers a rebate of \$5,000 toward the purchase of publicly
accessible EVSE. Eligible entities include businesses and municipalities
in the communities surrounding Grand Teton National Park and Yellowstone
National Park. Rebates are available on a first-come, first-served
basis. For more information, see the [YTCC Vehicle and Infrastructure
Rebates](https://ytcleancities.org/what-we-are-doing-why/services/#rebates)
website.
",,,false,40,Utility/Private Incentives,"",2016-03-14 17:07:16 UTC,,2021-03-10 00:00:00 UTC,,"",ELEC|PHEV,RBATE,"",STATION|FLEET|GOV,""
11687,UT,Clean Air Fund,"Individuals filing a Utah state income tax return may designate a
contribution to the Clean Air Fund. The Utah Department of Air Quality
will distribute funds annually for programs to educate the public on the
importance of air quality, such as the use of alternative fuel vehicles.
(Reference [Utah Code](http://le.utah.gov/xcode/code.html) 59-10-1304
and 59-10-1319)
",2016-03-21 00:00:00 UTC,,false,87,Laws and Regulations,"",2016-04-11 21:33:27 UTC,,,,"",OTHER,"",AIRQEMISSIONS,OTHER,http://le.utah.gov/|http://le.utah.gov/xcode/code.html
11688,UT,Plug-In Electric Vehicle (PEV) Infrastructure Bond Authorization,"Interlocal entities, such as counties, local districts, and military
installations, are authorized to issue bonds for PEV charging
infrastructure. PEV charging infrastructure is defined as any permanent
equipment on commercial or industrial property that charges or stores
energy for delivery to PEVs. (Reference [Utah
Code](http://le.utah.gov/xcode/code.html) 11-13-103, 11-13-218,
11-42-102, and 11-42a-102)
",2016-03-29 00:00:00 UTC,,false,71,Laws and Regulations,"",2016-04-11 21:49:46 UTC,,,,"",ELEC|PHEV,"",OTHER,OTHER,http://le.utah.gov/xcode/code.html|http://le.utah.gov/
11689,NY,Plug-In Electric Vehicle (PEV) Rebate Program ,"The New York State Energy Research and Development Authority (NYSERDA)
provides rebates of up to \$2,000 for the purchase or lease of a new
eligible PEV. An eligible vehicle must:

-   Be a four-wheeled motor vehicle manufactured for use on public
    streets, roads, and highways,
-   Have a gross vehicle weight rating of not more than 8,500 pounds,
-   Have a maximum speed of at least 55 miles per hour, and
-   Be propelled at least in part by an electric motor and associated
    power electronics that draws electricity from a hydrogen fuel cell
    or from a battery that has a battery capacity of at least four
    kilowatt-hours, and is capable of being charged from an external
    source of electricity.

Rebate amounts vary based on a vehicle\'s all-electric range and
manufacturer\'s suggested retail price. For more information, see
NYSERDA\'s [Drive Clean
Rebate](https://www.nyserda.ny.gov/All-Programs/Programs/Drive-Clean-Rebate)
website.
",2016-04-12 00:00:00 UTC,,false,4,State Incentives,"",2017-04-03 13:33:49 UTC,,,,"",ELEC|PHEV,RBATE,"",FLEET|GOV|IND,""
11692,OR,Transportation Electrification Acceleration Programs,"The Oregon Public Utility Commission must direct electric utilities to
file applications for programs to accelerate transportation
electrification. Eligible programs include investments in or customer
rebates for electric vehicle supply equipment (EVSE). Among other
criteria, programs must stimulate innovation, competition, and customer
choice in EVSE and plug-in electric vehicle (PEV) charging.

Additionally, the Oregon Department of Energy (ODOE) must engage with
publicly and investor-owned utilities on how to improve transportation
electrification plans and increase PEV adoption in their service
territories. ODOE must also provide the utilities with technical
assistance on how to accommodate increased electric system loads from
PEVs.

(Reference [Executive
Order](http://www.oregon.gov/gov/admin/pages/executive-orders.aspx)
17-21, 2017, and [Oregon Revised
Statues](https://www.oregonlegislature.gov/) 757.357)
",2016-03-08 00:00:00 UTC,2017-11-06 00:00:00 UTC,false,59,Laws and Regulations,"",2018-04-11 15:22:39 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION|AFP,https://www.oregonlegislature.gov/bills_laws/Pages/Oregon-Laws.aspx|http://www.oregon.gov/gov/admin/pages/executive-orders.aspx
11694,AL,Biofuel Production Jobs Tax Credit,"Companies that invest in the development of a biofuel production
facility may be eligible for a tax credit of 3% of the previous year\'s
annual employee wages. Companies may claim this credit against the
utility gross receipts and utility service use taxes for up to 10 years;
the credit may be refundable during the incentive period or claimed as a
credit against utility taxes paid with a carryforward for earned but
unused amounts. Companies may also be eligible for a tax credit of 1.5%
of qualified capital investment annually for up to 10 years. Companies
may claim this credit against the income tax, estimated income taxes,
financial institution excise tax, or the insurance premium tax. The
credit may also be claimed as a credit against taxes paid with a
carryforward for earned but unused amounts.

For the purposes of the credit, biofuel is defined as a motor vehicle
fuel that is produced from grain, starch, oilseeds, vegetable, algae,
animal materials, or other biomass. To be eligible for the tax credits,
companies must execute a project agreement with the Governor.

(Reference [Code of
Alabama](http://alisondb.legislature.state.al.us/acas/ACASLogin.asp)
2-2-90 and 40-18-370 through 40-18-383)
",2015-04-02 00:00:00 UTC,,false,12,State Incentives,"",,,,,"",BIOD|ETH,TAX,"",AFP,http://alisondb.legislature.state.al.us/acas/ACASLogin.asp
